step,t_zone,co2,p_cool,p_fan,a0_raw,a1_raw,t_setpoint,fan_signal,t_zone_next,p_total,reward
2365,25.8565,900.29,114.28,0.14,-0.55132,-0.06372,21.897,0.4681,23.038,454.32,-0.01817
2366,23.038,910.74,436.55,17.77,0.97762,-0.61925,24.955,0.1904,24.718,238.04,-0.00952
2367,24.718,917.09,236.81,1.24,-0.08773,0.80289,22.825,0.9014,21.3914,693.04,-0.02772
2368,21.3914,920.96,566.19,126.86,1.0,0.63206,25.0,0.816,21.277,589.4,-0.02358
2369,21.277,923.3,495.3,94.11,0.93869,-0.89017,24.877,0.0549,23.2101,52.95,-0.00212
2370,23.2101,719.21,52.88,0.06,0.01306,1.0,23.026,1.0,19.9719,537.95,-0.84402
2371,19.9719,594.03,364.77,173.18,0.74499,1.0,24.49,1.0,19.7494,496.68,-1.02033
2372,19.7494,517.94,323.5,173.18,0.901,0.89062,24.802,0.9453,19.6246,430.18,-1.11752
2373,19.6246,471.69,283.89,146.29,0.96383,-0.64046,24.928,0.1798,20.8873,96.95,-0.09406
2374,20.8873,443.57,95.89,1.05,0.5507,-0.39704,24.101,0.3015,20.3051,133.12,-0.56128
2375,20.3051,426.49,128.37,4.75,-0.12531,-0.00546,22.749,0.4973,19.7195,179.23,-1.0316
2376,19.7195,416.1,157.93,21.29,-0.16918,-0.70921,22.662,0.1454,20.3131,62.69,-0.55199
2377,20.3131,409.79,62.09,0.6,0.86351,-0.47422,24.727,0.2629,19.7059,85.96,-1.03876
2378,19.7059,405.95,82.81,3.15,-0.76602,-0.24136,21.468,0.3793,19.1837,92.36,-1.45672
2379,19.1837,403.62,82.91,9.45,-1.0,-1.0,21.0,0.0,19.472,0.0,-1.22239
2380,19.472,402.19,0.0,0.0,0.73661,0.97043,24.473,0.9852,18.4307,243.99,-2.0652
2381,18.4307,401.34,78.38,165.61,-0.29456,0.09838,22.411,0.5492,18.6215,91.75,-1.90648
2382,18.6215,400.81,63.07,28.69,-0.14505,-0.40381,22.71,0.2981,19.166,68.83,-1.46997
2383,19.166,400.49,64.24,4.59,-0.57809,0.47552,21.844,0.7378,19.8865,326.89,-0.90384
2384,19.8865,605.81,257.35,69.54,-0.6673,-0.13307,21.665,0.4335,21.2334,273.29,-0.01093
2385,21.2334,731.75,259.18,14.1,-0.60586,-0.01211,21.788,0.4939,21.7971,367.7,-0.01471
2386,21.7971,808.29,346.83,20.87,-0.98844,0.87284,21.023,0.9364,21.1296,684.14,-0.02737
2387,21.1296,854.82,541.94,142.2,1.0,0.96849,25.0,0.9842,21.2794,762.01,-0.03048
2388,21.2794,883.1,596.89,165.12,0.9797,0.92057,24.959,0.9603,21.3864,754.7,-0.03019
2389,21.3864,900.29,601.35,153.35,-0.70903,0.9538,21.582,0.9769,21.2652,751.35,-0.03005
2390,21.2652,910.74,589.9,161.45,-0.59141,0.65291,21.817,0.8265,21.3685,612.72,-0.02451
2391,21.3685,917.09,514.96,97.76,-0.50927,-1.0,21.981,0.0,25.3821,0.0,-0.30566
2392,25.3821,920.96,0.0,0.0,0.97919,-0.11684,24.958,0.4416,21.8728,331.47,-0.01326
2393,21.8728,923.3,316.56,14.91,-0.9532,1.0,21.094,1.0,19.7687,500.4,-1.00505
2394,19.7687,719.21,327.22,173.18,-0.5557,0.59086,21.889,0.7954,19.621,325.69,-1.1162
2395,19.621,594.03,238.53,87.16,0.05108,0.42539,23.102,0.7127,19.3854,245.34,-1.30149
2396,19.3854,517.94,182.64,62.69,-0.50717,-0.80754,21.986,0.0962,20.0338,36.41,-0.77442
2397,20.0338,471.69,36.2,0.22,-0.90102,-0.51476,21.198,0.2426,19.2855,60.17,-1.37397
2398,19.2855,443.57,57.68,2.48,0.60571,0.82446,24.211,0.9122,18.5026,216.26,-2.00659
2399,18.5026,426.49,84.8,131.47,-0.71011,-1.0,21.58,0.0,18.8134,0.0,-1.7493
2400,18.8134,416.07,0.0,0.0,0.02044,0.10335,23.041,0.5517,18.1892,48.39,-2.25058
2401,18.1892,409.79,19.31,29.08,0.79005,0.01202,24.58,0.506,17.9707,22.44,-2.42436
2402,17.9707,405.95,0.0,22.44,-0.29431,-0.75402,22.411,0.123,17.6327,0.39,-2.69387
2403,17.6327,403.62,0.0,0.39,0.58085,0.31745,24.162,0.6587,17.602,49.5,-2.72039
2404,17.602,402.2,0.0,49.5,0.38958,-0.10239,23.779,0.4488,17.3236,15.66,-2.94176
2405,17.3236,401.34,0.0,15.66,0.58714,0.00483,24.174,0.5024,17.2069,21.96,-3.03534
2406,17.2069,400.81,0.0,21.96,-0.81582,0.28991,21.368,0.645,17.2062,46.46,-3.03691
2407,17.2062,400.49,0.0,46.46,0.91105,-0.62438,24.822,0.1878,17.8102,1.19,-2.55186
2408,17.8102,605.81,0.0,1.19,-0.21556,-0.13726,22.569,0.4314,17.9046,13.9,-2.47686
2409,17.9046,731.75,0.0,13.9,-0.98333,0.87536,21.033,0.9377,17.9741,142.78,-2.42646
2410,17.9741,808.3,0.0,142.78,-0.1443,0.92198,22.711,0.961,18.0916,170.01,-2.33351
2411,18.0916,854.82,16.32,153.69,-0.11719,0.87595,22.766,0.938,18.2631,188.63,-2.19709
2412,18.2631,883.11,45.72,142.91,-0.04176,-0.23628,22.916,0.3819,18.7367,61.76,-1.81315
2413,18.7367,900.3,52.12,9.64,-0.39714,1.0,22.206,1.0,18.4816,262.43,-2.02519
2414,18.4816,910.75,89.25,173.18,-0.54658,-0.85583,21.907,0.0721,19.4138,19.02,-1.2697
2415,19.4138,917.1,18.9,0.11,-0.85323,-1.0,21.294,0.0,19.661,0.0,-1.07123
2416,19.661,920.97,0.0,0.0,0.79321,1.0,24.586,1.0,18.4152,250.13,-2.07785
2417,18.4152,923.3,76.95,173.18,-0.51736,0.77956,21.965,0.8898,17.7631,122.0,-2.59442
2418,17.7631,719.22,0.0,122.0,0.55769,-0.40207,24.115,0.299,17.3804,4.63,-2.89589
2419,17.3804,594.03,0.0,4.63,0.64898,-0.74818,24.298,0.1259,16.9037,0.41,-3.27707
2420,16.9037,517.94,0.0,0.41,0.43708,-0.41342,23.874,0.2933,16.8409,4.37,-3.32744
2421,16.8409,471.69,0.0,4.37,-0.41841,0.62661,22.163,0.8133,17.1149,93.17,-3.11183
2422,17.1149,443.57,0.0,93.17,-0.59999,-0.11267,21.8,0.4437,16.6801,15.12,-3.45653
2423,16.6801,426.49,0.0,15.12,-0.89679,-0.88789,21.206,0.0561,15.7348,0.07,-4.21218
2424,15.7348,416.1,0.0,0.07,-0.84972,-0.31528,21.301,0.3424,16.4288,6.95,-3.65724
2425,16.4288,409.79,0.0,6.95,0.28481,1.0,23.57,1.0,17.1519,173.18,-3.08539
2426,17.1519,405.95,0.0,173.18,1.0,0.89234,25.0,0.9462,17.085,146.69,-3.13786
2427,17.085,403.62,0.0,146.69,-0.36083,0.69547,22.278,0.8477,16.9665,105.51,-3.231
2428,16.9665,402.2,0.0,105.51,0.13954,-1.0,23.279,0.0,15.0183,0.0,-4.78537
2429,15.0183,401.33,0.0,0.0,0.73904,-0.12502,24.478,0.4375,16.6505,14.5,-3.48018
2430,16.6505,400.81,0.0,14.5,-1.0,0.72066,21.0,0.8603,17.4216,110.28,-2.86713
2431,17.4216,400.49,0.0,110.28,-0.03368,-0.08689,22.933,0.4566,18.7007,75.72,-1.84243
2432,18.7007,605.81,59.24,16.48,0.09733,0.44504,23.195,0.7225,19.215,227.78,-1.43707
2433,19.215,731.75,162.46,65.32,-0.06549,0.28422,22.869,0.6421,19.9901,282.34,-0.81921
2434,19.9901,808.3,236.49,45.85,-0.8192,-0.34496,21.362,0.3275,21.6021,224.43,-0.00898
2435,21.6021,854.83,218.35,6.08,0.09494,-0.93004,23.19,0.035,24.0932,39.48,-0.00158
2436,24.0932,883.11,39.46,0.02,-0.94159,0.99456,21.117,0.9973,20.2009,578.01,-0.66244
2437,20.2009,900.3,406.24,171.77,0.89815,0.01876,24.796,0.5094,20.8501,291.58,-0.13162
2438,20.8501,910.75,268.69,22.89,-0.03818,-0.12282,22.924,0.4386,20.7928,241.35,-0.17543
2439,20.7928,917.1,226.74,14.61,0.38596,-0.69294,23.772,0.1535,21.5236,100.9,-0.00404
2440,21.5236,920.96,100.21,0.69,0.14101,0.21696,23.282,0.6085,19.8855,251.56,-0.90167
2441,19.8855,923.31,212.55,39.02,0.19714,0.47904,23.394,0.7395,18.8395,184.97,-1.73577
2442,18.8395,719.22,114.93,70.04,-1.0,-1.0,21.0,0.0,19.3713,0.0,-1.30294
2443,19.3713,593.7,0.0,0.0,-1.0,0.92594,21.0,0.963,18.3398,215.23,-2.13674
2444,18.3398,518.01,60.57,154.65,-0.60116,0.96637,21.798,0.9832,18.1617,194.02,-2.2784
2445,18.1617,471.73,29.42,164.6,-0.30258,-0.16205,22.395,0.419,18.0219,14.43,-2.38302
2446,18.0219,443.6,1.69,12.74,0.97637,-0.86747,24.953,0.0663,17.6968,0.09,-2.64253
2447,17.6968,426.5,0.0,0.09,0.56665,0.68848,24.133,0.8442,17.6866,104.21,-2.65487
2448,17.6866,416.11,0.0,104.21,0.04265,0.30802,23.085,0.654,17.4462,48.45,-2.84497
2449,17.4462,409.79,0.0,48.45,0.63466,-0.08438,24.269,0.4578,17.1223,16.62,-3.10283
2450,17.1223,405.95,0.0,16.62,0.21091,-0.75681,23.422,0.1216,16.3627,0.38,-3.70988
2451,16.3627,403.62,0.0,0.38,-0.4713,-0.55679,22.057,0.2216,16.2602,1.91,-3.7919
2452,16.2602,402.2,0.0,1.91,-0.35203,0.98717,22.296,0.9936,17.0043,169.88,-3.20336
2453,17.0043,401.34,0.0,169.88,0.13292,-0.19675,23.266,0.4016,16.2545,11.22,-3.79687
2454,16.2545,400.81,0.0,11.22,0.96035,1.0,24.921,1.0,16.9185,173.19,-3.27216
2455,16.9185,400.49,0.0,173.19,0.94398,-0.20228,24.888,0.3989,17.114,10.99,-3.10928
2456,17.114,605.82,0.0,10.99,0.7712,0.22905,24.542,0.6145,17.346,40.19,-2.92483
2457,17.346,731.75,0.0,40.19,1.0,0.01301,25.0,0.5065,17.3138,22.5,-2.94984
2458,17.3138,808.31,0.0,22.5,-0.32044,-0.59651,22.359,0.2017,17.0183,1.46,-3.18545
2459,17.0183,854.84,0.0,1.46,0.22238,0.97587,23.445,0.9879,17.6887,167.0,-2.65574
2460,17.6887,883.12,0.0,167.0,0.0455,-1.0,23.091,0.0,17.3663,0.0,-2.90699
2461,17.3663,900.36,0.0,0.0,0.53063,-0.12229,24.061,0.4389,17.9543,14.64,-2.43718
2462,17.9543,910.76,0.0,14.64,-0.32167,-0.92218,22.357,0.0389,18.2107,1.54,-2.23149
2463,18.2107,917.12,1.51,0.03,0.01999,0.71701,23.04,0.8585,18.0513,117.76,-2.36364
2464,18.0513,920.98,8.17,109.59,0.39376,-0.00468,23.788,0.4977,17.9603,21.35,-2.43258
2465,17.9603,923.33,0.0,21.35,0.14873,0.51597,23.297,0.758,17.1058,75.42,-3.11835
2466,17.1058,719.24,0.0,75.42,-0.07418,0.45242,22.852,0.7262,16.8721,66.33,-3.305
2467,16.8721,594.06,0.0,66.33,-0.53156,-0.13139,21.937,0.4343,16.2948,14.19,-3.76477
2468,16.2948,517.96,0.0,14.19,-0.07284,1.0,22.854,1.0,16.8286,173.19,-3.34404
2469,16.8286,471.7,0.0,173.19,-0.66633,1.0,21.667,1.0,16.743,173.19,-3.41249
2470,16.743,443.58,0.0,173.19,-0.32747,0.0411,22.345,0.5206,16.0135,24.43,-3.9902
2471,16.0135,426.49,0.0,24.43,0.68453,0.46355,24.369,0.7318,16.1636,67.87,-3.8718
2472,16.1636,416.1,0.0,67.87,-0.1329,1.0,22.734,1.0,16.3485,173.19,-3.72816
2473,16.3485,409.79,0.0,173.19,1.0,-0.39007,25.0,0.305,15.0,4.91,-5.06129
2474,15.0,405.95,0.0,4.91,0.46655,-0.95248,23.933,0.0238,15.0,0.01,-6.67134
2475,15.0,403.62,0.0,0.01,0.7314,0.5343,24.463,0.7671,15.483,78.19,-4.41672
2476,15.483,402.2,0.0,78.19,0.21169,0.07254,23.423,0.5363,15.0,26.71,-4.95631
2477,15.0,401.34,0.0,26.71,-0.13187,-0.59512,22.736,0.2024,15.0,1.47,-5.97055
2478,15.0,400.81,0.0,1.47,-0.95577,0.89466,21.088,0.9473,16.212,147.24,-3.83631
2479,16.212,400.49,0.0,147.24,-0.66828,0.8986,21.663,0.9493,17.2876,148.16,-2.97582
2480,17.2876,605.82,0.0,148.16,-0.05178,0.26344,22.896,0.6317,17.8235,43.66,-2.54292
2481,17.8235,731.76,0.0,43.66,0.50578,0.43214,24.012,0.7161,18.5179,132.21,-1.99097
2482,18.5179,808.31,68.62,63.59,-0.03003,-0.03098,22.94,0.4845,19.4466,149.37,-1.24866
2483,19.4466,854.84,129.67,19.7,0.63209,-0.09006,24.264,0.455,20.1433,196.73,-0.69323
2484,20.1433,883.13,180.42,16.31,-1.0,-1.0,21.0,0.0,22.5425,0.0,0.0
2485,22.5425,900.37,0.0,0.0,-0.19145,0.25532,22.617,0.6277,20.3367,314.25,-0.54321
2486,20.3367,910.77,271.42,42.83,-0.32876,0.67386,22.342,0.8369,19.8121,382.2,-0.96561
2487,19.8121,917.13,280.67,101.53,0.48532,0.24282,23.971,0.6214,19.8051,249.13,-0.9659
2488,19.8051,920.99,207.57,41.56,-0.76852,0.18066,21.463,0.5903,19.6256,213.18,-1.10808
2489,19.6256,923.34,177.55,35.63,-0.25341,0.20785,22.493,0.6039,18.5976,104.83,-1.92615
2490,18.5976,719.25,66.68,38.15,-0.21543,-0.42509,22.569,0.2875,18.3734,23.93,-2.10228
2491,18.3734,594.06,19.81,4.11,-0.77344,-0.40616,21.453,0.2969,17.9772,4.53,-2.4184
2492,17.9772,517.96,0.0,4.53,0.62022,0.86662,24.24,0.9333,17.7675,140.8,-2.5916
2493,17.7675,471.7,0.0,140.8,0.0058,-0.22688,23.012,0.3866,17.3373,10.0,-2.93056
2494,17.3373,443.59,0.0,10.0,0.22468,-0.72339,23.449,0.1383,16.7224,0.53,-3.42212
2495,16.7224,426.49,0.0,0.53,0.81674,-0.47009,24.633,0.265,16.5531,3.22,-3.55769
2496,16.5531,416.11,0.0,3.22,-0.13626,-0.68595,22.727,0.157,15.9684,0.73,-4.02535
2497,15.9684,409.79,0.0,0.73,-0.81228,-1.0,21.375,0.0,15.0,0.0,-4.85591
2498,15.0,405.94,0.0,0.0,-0.88648,-0.11033,21.227,0.4448,15.9839,15.25,-4.01345
2499,15.9839,403.62,0.0,15.25,0.56963,-0.45949,24.139,0.2703,15.3527,3.42,-4.51798
2500,15.3527,402.2,0.0,3.42,-0.57474,-0.09436,21.851,0.4528,15.6863,16.08,-4.25161
2501,15.6863,401.34,0.0,16.08,1.0,1.0,25.0,1.0,16.713,173.2,-3.43653
2502,16.713,400.81,0.0,173.2,-1.0,0.46864,21.0,0.7343,16.8439,68.58,-3.32762
2503,16.8439,400.49,0.0,68.58,0.78179,-0.93453,24.564,0.0327,17.9933,0.04,-2.40533
2504,17.9933,605.82,0.02,0.02,0.9603,-1.0,24.921,0.0,19.8022,0.0,-0.95826
2505,19.8022,732.1,0.0,0.0,-0.11781,-0.27466,22.764,0.3627,20.1371,151.62,-0.6964
2506,20.1371,808.25,143.36,8.26,-0.27969,0.7616,22.441,0.8808,20.0368,450.16,-0.7886
2507,20.0368,854.81,331.81,118.35,-0.60128,-0.82636,21.797,0.0868,23.5402,89.14,-0.00357
2508,23.5402,883.12,88.97,0.17,0.81969,0.99885,24.639,0.9994,20.7045,672.88,-0.26333
2509,20.7045,900.32,499.98,172.9,0.55892,0.37756,24.118,0.6888,21.443,495.29,-0.01981
2510,21.443,910.78,438.7,56.6,0.33261,0.25381,23.665,0.6269,21.4476,442.52,-0.0177
2511,21.4476,917.14,399.84,42.67,-0.8864,-1.0,21.227,0.0,24.8143,0.0,0.0
2512,24.8143,921.01,0.0,0.0,-0.59325,0.46012,21.814,0.7301,20.813,447.39,-0.16748
2513,20.813,923.35,380.0,67.39,0.02281,-0.96115,23.046,0.0194,21.9595,14.2,-0.00057
2514,21.9595,719.26,14.19,0.01,0.39718,-0.93298,23.794,0.0335,21.0759,19.09,-0.00076
2515,21.0759,594.07,19.06,0.02,0.89215,-0.99839,24.784,0.0008,20.4321,0.39,-0.45433
2516,20.4321,517.92,0.39,0.0,-0.27011,0.15837,22.46,0.5792,18.8722,127.1,-1.7073
2517,18.8722,471.73,93.45,33.65,-0.41758,-0.55223,22.165,0.2239,18.7395,32.58,-1.8097
2518,18.7395,443.6,30.62,1.96,-0.72451,-0.61273,21.551,0.1936,18.2656,10.79,-2.18795
2519,18.2656,426.5,9.5,1.3,-0.55908,0.31968,21.882,0.6598,17.9255,49.76,-2.46158
2520,17.9255,416.11,0.0,49.76,-0.10027,-0.34814,22.799,0.3259,17.6183,6.0,-2.70561
2521,17.6183,409.79,0.0,6.0,0.05464,-0.61338,23.109,0.1933,17.263,1.29,-2.98964
2522,17.263,405.95,0.0,1.29,-0.17641,-0.04454,22.647,0.4777,17.1939,18.88,-3.04563
2523,17.1939,403.62,0.0,18.88,0.87331,0.89462,24.747,0.9473,17.2704,147.24,-2.98957
2524,17.2704,402.2,0.0,147.24,0.31933,0.1748,23.639,0.5874,16.8653,35.1,-3.30917
2525,16.8653,401.34,0.0,35.1,0.51278,0.07893,24.026,0.5395,16.9539,27.19,-3.23796
2526,16.9539,400.81,0.0,27.19,0.22677,-0.48615,23.454,0.2569,17.0152,2.94,-3.18797
2527,17.0152,400.49,0.0,2.94,-0.93464,0.23236,21.131,0.6162,18.7127,121.83,-1.83472
2528,18.7127,605.82,81.31,40.52,-0.77686,0.38358,21.446,0.6918,19.4304,240.54,-1.2653
2529,19.4304,731.76,183.19,57.34,-0.91823,0.03363,21.164,0.5168,20.6447,276.99,-0.29529
2530,20.6447,808.32,253.08,23.91,0.0346,-0.87068,23.069,0.0647,24.1025,73.18,-0.00293
2531,24.1025,854.86,73.1,0.09,1.0,1.0,25.0,1.0,20.9357,716.92,-0.0801
2532,20.9357,883.15,543.72,173.2,0.61091,-0.36989,24.222,0.3151,23.4323,322.43,-0.0129
2533,23.4323,900.34,317.02,5.42,-0.66554,-0.8869,21.669,0.0566,26.0451,84.35,-0.83944
2534,26.0451,910.79,84.28,0.07,0.83828,0.87689,24.677,0.9384,21.348,725.19,-0.02901
2535,21.348,917.15,582.05,143.14,-0.54456,-0.5944,21.911,0.2028,23.8766,222.29,-0.00889
2536,23.8766,921.01,220.81,1.48,0.12572,0.49452,23.251,0.7473,21.3593,537.41,-0.0215
2537,21.3593,923.36,465.14,72.27,0.67287,0.32875,24.346,0.6644,20.5339,362.52,-0.38735
2538,20.5339,719.27,311.73,50.79,1.0,0.8894,25.0,0.9447,19.7345,449.38,-1.0304
2539,19.7345,594.07,303.35,146.03,0.70517,1.0,24.41,1.0,19.3361,420.53,-1.34791
2540,19.3361,517.97,247.33,173.2,0.61268,1.0,24.225,1.0,19.1012,377.02,-1.53415
2541,19.1012,471.71,203.82,173.2,-0.98285,0.06499,21.034,0.5325,19.2784,152.16,-1.38339
2542,19.2784,443.59,126.01,26.15,-0.23713,0.89204,22.526,0.946,18.7745,282.28,-1.79167
2543,18.7745,426.5,135.64,146.64,0.98106,0.27196,24.962,0.636,18.761,134.13,-1.79656
2544,18.761,416.11,89.57,44.55,-0.38711,0.29821,22.226,0.6491,18.57,115.82,-1.94863
2545,18.57,409.79,68.46,47.37,0.71301,0.94126,24.426,0.9706,18.3106,214.14,-2.16007
2546,18.3106,405.95,55.76,158.38,0.19162,0.84606,23.383,0.923,18.1364,159.48,-2.29723
2547,18.1364,403.62,23.28,136.21,-0.38148,0.92965,22.237,0.9648,17.9562,155.56,-2.44124
2548,17.9562,402.2,0.0,155.56,0.47267,0.50446,23.945,0.7522,17.7547,73.72,-2.59916
2549,17.7547,401.34,0.0,73.72,0.90325,-0.61095,24.807,0.1945,17.7327,1.31,-2.61387
2550,17.7327,400.81,0.0,1.31,-0.39801,0.29269,22.204,0.6463,18.2004,70.71,-2.24251
2551,18.2004,400.49,23.95,46.77,-0.80928,-0.29762,21.381,0.3512,20.0567,141.19,-0.76028
2552,20.0567,605.82,133.69,7.5,-0.60672,0.85153,21.787,0.9258,19.9258,467.41,-0.87802
2553,19.9258,731.76,329.99,137.42,-0.94354,0.6318,21.113,0.8159,20.815,519.22,-0.16874
2554,20.815,808.32,425.14,94.07,-0.64937,-0.04008,21.701,0.48,22.5738,425.49,-0.01702
2555,22.5738,854.86,406.34,19.15,0.10875,-0.88595,23.218,0.057,26.904,94.06,-1.52699
2556,26.904,883.15,93.99,0.07,0.31776,0.05322,23.636,0.5266,23.6091,572.09,-0.02288
2557,23.6091,900.34,546.79,25.29,-0.21414,0.99077,22.572,0.9954,22.1063,927.47,-0.0371
2558,22.1063,910.79,756.66,170.81,-0.68426,-0.40443,21.631,0.2978,24.689,373.32,-0.01493
2559,24.689,917.15,368.75,4.57,0.26777,0.87429,23.536,0.9371,21.8115,803.79,-0.03215
2560,21.8115,921.01,661.24,142.55,-0.51743,-0.18057,21.965,0.4097,23.2835,412.61,-0.0165
2561,23.2835,923.36,400.7,11.91,-0.23619,-0.97621,22.528,0.0119,24.9274,15.2,-0.00061
2562,24.9274,719.26,15.19,0.0,0.78774,0.53285,24.575,0.7664,20.8912,487.84,-0.10656
2563,20.8912,594.08,409.87,77.97,0.26877,-0.96295,23.538,0.0185,23.5497,19.03,-0.00076
2564,23.5497,517.97,19.02,0.01,0.60906,-0.43369,24.218,0.2832,21.4809,186.27,-0.00745
2565,21.4809,471.71,182.34,3.93,-0.86307,0.33161,21.274,0.6658,20.0985,309.6,-0.73358
2566,20.0985,443.59,258.48,51.12,-0.19348,-0.65903,22.613,0.1705,20.7317,87.08,-0.21811
2567,20.7317,426.5,86.17,0.91,-0.01297,0.93303,22.974,0.9665,19.1351,359.35,-1.50629
2568,19.1351,416.11,202.97,156.38,-0.92138,-0.43825,21.157,0.2809,19.5511,84.43,-1.16253
2569,19.5511,409.79,80.59,3.84,0.50109,-0.34387,24.002,0.3281,19.1179,73.95,-1.50866
2570,19.1179,405.95,67.83,6.12,0.82677,0.31875,24.654,0.6594,18.5748,119.75,-1.94499
2571,18.5748,403.62,70.09,49.65,-0.1938,0.20473,22.612,0.6024,18.356,77.51,-2.11832
2572,18.356,402.2,39.65,37.85,0.46306,-0.26168,23.926,0.3692,18.1721,20.45,-2.26313
2573,18.1721,401.34,11.74,8.71,1.0,-0.93448,25.0,0.0328,18.452,2.75,-2.03852
2574,18.452,400.81,2.73,0.02,0.40849,-0.09021,23.817,0.4549,18.6803,73.53,-1.85872
2575,18.6803,400.49,57.23,16.3,0.49456,-0.54552,23.989,0.2272,20.9034,124.2,-0.08224
2576,20.9034,605.82,122.15,2.05,0.58433,-0.79172,24.169,0.1041,23.1509,99.6,-0.00398
2577,23.1509,731.76,99.34,0.26,1.0,0.25482,25.0,0.6274,21.6994,472.54,-0.0189
2578,21.6994,808.32,429.76,42.78,-0.227,-0.81407,22.546,0.093,26.1433,140.41,-0.92028
2579,26.1433,854.86,140.21,0.2,0.49479,0.71547,23.99,0.8577,22.435,813.77,-0.03255
2580,22.435,883.15,704.48,109.3,0.62775,0.96332,24.256,0.9817,22.3578,956.06,-0.03824
2581,22.3578,900.34,792.22,163.84,-1.0,-0.33902,21.0,0.3305,25.2076,447.34,-0.18396
2582,25.2076,910.79,441.09,6.25,-1.0,-0.55551,21.0,0.2222,25.9717,329.97,-0.79058
2583,25.9717,917.15,328.04,1.92,-0.53909,-0.47159,21.922,0.2642,25.3233,361.44,-0.27309
2584,25.3233,921.01,358.24,3.2,0.28942,0.30268,23.579,0.6513,22.9614,646.16,-0.02585
2585,22.9614,923.36,598.3,47.86,-0.52633,-0.64425,21.947,0.1779,24.2755,207.49,-0.0083
2586,24.2755,719.27,206.47,1.02,0.28872,-0.05026,23.577,0.4749,22.3031,396.45,-0.01586
2587,22.3031,594.07,377.9,18.55,-0.37178,0.05339,22.256,0.5267,21.7794,393.35,-0.01573
2588,21.7794,517.97,368.04,25.31,0.60563,-0.28405,24.211,0.358,22.0304,274.69,-0.01099
2589,22.0304,471.71,266.75,7.95,0.93083,-0.03221,24.862,0.4839,21.2839,313.46,-0.01254
2590,21.2839,443.59,293.84,19.62,-0.38145,-1.0,22.237,0.0,23.3835,0.0,0.0
2591,23.3835,426.45,0.0,0.0,0.58003,0.20652,24.16,0.6033,20.4926,316.22,-0.41856
2592,20.4926,416.12,278.2,38.03,0.01544,0.28784,23.031,0.6439,20.1221,299.14,-0.71432
2593,20.1221,409.8,252.9,46.24,-0.08053,-0.75927,22.839,0.1204,21.1935,71.58,-0.00286
2594,21.1935,405.96,71.21,0.37,-0.83039,-0.34828,21.339,0.3259,20.2573,142.21,-0.59987
2595,20.2573,403.62,136.22,5.99,-6e-05,-0.98745,23.0,0.0063,21.1316,3.65,-0.00015
2596,21.1316,402.2,3.65,0.0,0.55726,0.3632,24.115,0.6816,19.3233,221.87,-1.35026
2597,19.3233,401.34,167.03,54.85,-0.14589,0.54836,22.708,0.7742,19.1594,246.58,-1.48238
2598,19.1594,400.81,166.21,80.37,0.58725,-1.0,24.175,0.0,20.7065,0.0,-0.23478
2599,20.7065,400.49,0.0,0.0,0.66829,0.51626,24.337,0.7581,19.9154,344.58,-0.88147
2600,19.9154,605.82,269.11,75.47,-0.02522,-0.99154,22.95,0.0042,23.8241,4.6,-0.00018
2601,23.8241,731.78,4.6,0.0,-1.0,-0.51571,21.0,0.2421,22.6703,212.11,-0.00848
2602,22.6703,808.32,209.64,2.47,0.23237,0.70278,23.465,0.8514,21.2874,625.79,-0.02503
2603,21.2874,854.87,518.9,106.89,-0.99085,0.95829,21.018,0.9791,21.2328,749.35,-0.02997
2604,21.2328,883.16,586.75,162.59,-0.68628,0.98595,21.627,0.993,21.2383,765.44,-0.03062
2605,21.2383,900.36,595.86,169.58,-0.49665,0.97756,22.007,0.9888,21.2021,753.92,-0.03016
2606,21.2021,910.81,586.48,167.44,-0.74068,-0.61928,21.519,0.1904,24.2327,220.92,-0.00884
2607,24.2327,917.17,219.69,1.24,0.94361,-0.38281,24.887,0.3086,23.3262,309.41,-0.01238
2608,23.3262,921.03,304.32,5.09,-1.0,-0.30371,21.0,0.3481,22.9329,325.25,-0.01301
2609,22.9329,923.38,317.95,7.31,1.0,0.21555,25.0,0.6078,20.924,367.64,-0.07549
2610,20.924,719.29,328.76,38.89,-0.83613,0.33639,21.328,0.6682,20.3698,344.52,-0.51797
2611,20.3698,594.09,292.84,51.67,-0.95683,0.99922,21.086,0.9996,19.5643,462.15,-1.16701
2612,19.5643,517.98,289.14,173.0,0.68265,0.19883,24.365,0.5994,19.749,231.14,-1.01008
2613,19.749,471.72,193.83,37.3,-0.34416,0.34608,22.312,0.673,19.4157,228.97,-1.27661
2614,19.4157,443.6,176.16,52.81,-0.06025,0.65725,22.879,0.8286,19.0668,261.99,-1.55705
2615,19.0668,426.5,163.44,98.55,-0.27085,-0.30587,22.458,0.3471,19.249,87.4,-1.40428
2616,19.249,416.11,80.16,7.24,0.70602,0.94633,24.412,0.9732,18.5294,254.9,-1.9867
2617,18.5294,409.79,95.27,159.63,1.0,-0.59487,25.0,0.2026,18.606,24.18,-1.91619
2618,18.606,405.95,22.71,1.47,-0.88616,-0.63015,21.228,0.1849,18.2798,10.71,-2.17661
2619,18.2798,403.62,9.57,1.14,-0.53122,0.26345,21.938,0.6317,17.9724,43.67,-2.42385
2620,17.9724,402.2,0.0,43.67,-0.78392,-0.52213,21.432,0.2389,17.7083,2.37,-2.63345
