step,t_zone,t_amb,hour,day,a0_raw,a1_raw,t_zone_next,delta_t,p_total,policy,season
482,30.7183,6.1,3.0,110.12,0.61431,0.6368,29.4537,-1.2645,94.85,heat,spring
483,29.4537,5.5,4.0,110.17,0.58257,0.59845,29.0939,-0.3599,88.34,heat,spring
484,29.0939,5.0,5.0,110.21,0.60538,0.57575,29.0572,-0.0366,84.63,heat,spring
485,29.0572,4.4,6.0,110.25,0.49115,0.95541,28.8514,-0.2058,161.73,heat,spring
486,28.8514,5.5,7.0,110.29,0.44039,0.8321,28.7094,-0.142,133.02,heat,spring
487,28.7094,6.7,8.0,110.33,0.3634,0.66889,29.0891,0.3797,100.54,heat,spring
488,29.0891,7.8,9.0,110.38,0.34528,0.95579,29.4572,0.3681,165.91,heat,spring
489,29.4572,9.8,10.0,110.42,0.97648,0.71931,33.4197,3.9625,109.93,heat,spring
490,33.4197,11.9,11.0,110.46,0.83012,0.61727,33.1771,-0.2426,91.5,heat,spring
491,33.1771,13.9,12.0,110.5,0.75519,0.98389,33.0665,-0.1106,195.99,heat,spring
492,33.0665,13.2,13.0,110.54,0.88354,0.71621,33.8851,0.8187,109.34,heat,spring
493,33.8851,12.4,14.0,110.58,0.92843,0.58938,34.0908,0.2057,86.85,heat,spring
494,34.0908,11.7,15.0,110.62,0.99987,0.88105,34.2945,0.2037,143.97,heat,spring
495,34.2945,10.6,16.0,110.67,0.57097,0.54555,31.7289,-2.5656,133.63,heat,spring
496,31.7289,9.4,17.0,110.71,0.54347,0.70775,31.2341,-0.4948,125.85,heat,spring
497,31.2341,8.3,18.0,110.75,0.53385,0.80719,30.3746,-0.8595,127.67,heat,spring
498,30.3746,7.6,19.0,110.79,0.38666,0.53376,29.3073,-1.0673,78.04,heat,spring
499,29.3073,6.8,20.0,110.83,0.78947,0.91083,31.2613,1.954,150.92,heat,spring
500,31.2613,6.1,21.0,110.88,0.36802,0.96342,28.8479,-2.4134,163.72,heat,spring
501,28.8479,5.9,22.0,110.92,0.58324,0.64288,29.6387,0.7908,95.91,heat,spring
502,29.6387,5.8,23.0,110.96,0.97464,0.85036,31.7558,2.1171,137.04,heat,spring
503,31.7558,5.6,0.0,111.0,0.47084,0.93529,28.9473,-2.8086,156.78,heat,spring
504,28.9473,4.5,1.0,111.04,0.56284,0.93479,29.2035,0.2562,156.66,heat,spring
505,29.2035,3.3,2.0,111.08,0.99988,0.69326,31.0696,1.8661,105.01,heat,spring
506,31.0696,2.2,3.0,111.12,0.94775,0.84105,30.8939,-0.1757,134.98,heat,spring
507,30.8939,2.0,4.0,111.17,0.47431,0.6735,28.1284,-2.7656,101.38,heat,spring
508,28.1284,1.9,5.0,111.21,0.43082,0.55812,27.6479,-0.4805,81.82,heat,spring
509,27.6479,1.7,6.0,111.25,0.54897,0.60486,28.475,0.8271,89.41,heat,spring
510,28.475,4.1,7.0,111.29,0.9963,0.69854,31.2304,2.7554,106.0,heat,spring
511,31.2304,6.5,8.0,111.33,0.51042,0.97005,29.9982,-1.2322,165.39,heat,spring
512,29.9982,8.9,9.0,111.38,0.93994,0.92249,32.9245,2.9263,153.69,heat,spring
513,32.9245,10.9,10.0,111.42,0.82321,0.88539,32.8885,-0.036,144.97,heat,spring
514,32.8885,13.0,11.0,111.46,0.75823,0.74142,33.0495,0.1609,131.08,heat,spring
515,33.0495,15.0,12.0,111.5,0.72935,0.50015,33.3767,0.3273,167.07,heat,spring
516,33.3767,16.1,13.0,111.54,0.46949,0.71034,32.248,-1.1287,386.47,heat,spring
517,32.248,17.2,14.0,111.58,0.44323,0.92784,32.0182,-0.2299,467.44,heat,spring
518,32.0182,18.3,15.0,111.62,0.63214,0.95491,32.8902,0.872,345.68,heat,spring
519,32.8902,18.9,16.0,111.67,0.67979,0.74046,33.0093,0.1191,231.87,heat,spring
520,33.0093,19.4,17.0,111.71,0.74323,0.64799,33.2561,0.2468,163.76,heat,spring
521,33.2561,20.0,18.0,111.75,0.39295,0.54771,30.6404,-2.6158,194.77,heat,spring
522,30.6404,18.0,19.0,111.79,0.97019,0.54629,33.1434,2.503,79.97,heat,spring
523,33.1434,15.9,20.0,111.83,0.39682,0.5749,30.0397,-3.1037,108.75,heat,spring
524,30.0397,13.9,21.0,111.88,0.7051,0.58506,31.3015,1.2618,86.14,heat,spring
525,31.3015,13.2,22.0,111.92,0.57555,0.81523,30.5235,-0.778,129.38,heat,spring
526,30.5235,12.4,23.0,111.96,0.74189,0.70408,31.1848,0.6613,107.04,heat,spring
527,31.1848,11.7,0.0,112.0,0.83162,0.8874,31.5864,0.4016,145.43,heat,spring
528,31.5864,10.0,1.0,112.04,0.59953,0.56096,29.9481,-1.6383,82.27,heat,spring
529,29.9481,8.4,2.0,112.08,0.64927,0.96088,30.2236,0.2755,163.09,heat,spring
530,30.2236,6.7,3.0,112.12,0.51699,0.92446,29.3155,-0.9081,154.17,heat,spring
531,29.3155,6.3,4.0,112.17,0.61987,0.91326,29.7213,0.4059,151.49,heat,spring
532,29.7213,6.0,5.0,112.21,0.38242,0.83883,28.2839,-1.4375,134.49,heat,spring
533,28.2839,5.6,6.0,112.25,0.3295,0.90123,28.1683,-0.1156,148.65,heat,spring
534,28.1683,8.2,7.0,112.29,0.45998,0.82838,29.1567,0.9885,132.21,heat,spring
535,29.1567,10.7,8.0,112.33,0.60882,0.83698,31.0352,1.8785,134.09,heat,spring
536,31.0352,13.3,9.0,112.38,0.34012,0.71602,30.0242,-1.011,209.93,heat,spring
537,30.0242,15.3,10.0,112.42,0.7045,0.90672,32.5776,2.5534,165.74,heat,spring
538,32.5776,17.4,11.0,112.46,0.87098,0.61545,33.9969,1.4193,105.19,heat,spring
539,33.9969,19.4,12.0,112.5,0.97748,0.74389,34.8829,0.886,126.74,heat,spring
540,34.8829,20.3,13.0,112.54,0.54591,0.67271,32.6979,-2.1849,342.58,heat,spring
541,32.6979,21.3,14.0,112.58,0.97604,0.78922,34.9633,2.2654,151.61,heat,spring
542,34.9633,22.2,15.0,112.62,0.42094,0.54355,32.163,-2.8003,377.71,heat,spring
543,32.163,22.6,16.0,112.67,0.58662,0.80577,32.7021,0.5391,330.74,heat,spring
544,32.7021,22.9,17.0,112.71,0.88323,0.56405,34.2737,1.5716,121.31,heat,spring
545,34.2737,23.3,18.0,112.75,0.34997,0.78185,30.618,-3.6557,310.88,heat,spring
546,30.618,20.7,19.0,112.79,0.34815,0.70366,30.2713,-0.3467,234.99,heat,spring
547,30.2713,18.2,20.0,112.83,0.98652,0.91716,33.3981,3.1268,152.42,heat,spring
548,33.3981,15.6,21.0,112.88,0.85709,0.70584,32.4492,-0.9489,107.37,heat,spring
549,32.4492,14.7,22.0,112.92,0.54013,0.81141,30.6188,-1.8304,128.56,heat,spring
550,30.6188,13.7,23.0,112.96,0.86022,0.77595,32.1406,1.5218,121.16,heat,spring
551,32.1406,12.8,0.0,113.0,0.4686,0.85778,29.8958,-2.2448,138.69,heat,spring
552,29.8958,11.5,1.0,113.04,0.76764,0.985,31.3935,1.4977,169.18,heat,spring
553,31.3935,10.2,2.0,113.08,0.75451,0.51225,30.8257,-0.5678,74.81,heat,spring
554,30.8257,8.9,3.0,113.12,0.43095,0.58385,28.9747,-1.851,85.94,heat,spring
555,28.9747,7.4,4.0,113.17,0.96596,0.63769,31.5389,2.5642,95.01,heat,spring
556,31.5389,5.9,5.0,113.21,0.64084,0.78586,29.8286,-1.7103,123.2,heat,spring
557,29.8286,4.4,6.0,113.25,0.5615,0.64518,29.4924,-0.3362,96.32,heat,spring
558,29.4924,7.7,7.0,113.29,0.38025,0.69045,28.864,-0.6284,104.49,heat,spring
559,28.864,11.1,8.0,113.33,0.90423,0.82372,32.9877,4.1236,131.2,heat,spring
560,32.9877,14.4,9.0,113.38,0.46287,0.67298,31.17,-1.8176,215.35,heat,spring
561,31.17,17.7,10.0,113.42,0.9018,0.53784,34.2115,3.0415,85.23,heat,spring
562,34.2115,21.1,11.0,113.46,0.60497,0.54646,33.3239,-0.8877,320.88,heat,spring
563,33.3239,24.4,12.0,113.5,0.31934,0.72294,32.1036,-1.2202,571.68,heat,spring
564,32.1036,24.6,13.0,113.54,0.86142,0.76856,35.0362,2.9326,318.53,heat,spring
565,35.0362,24.8,14.0,113.58,0.33676,0.97045,32.1882,-2.848,681.17,heat,spring
566,32.1882,25.0,15.0,113.62,0.43389,0.8496,32.5476,0.3594,541.06,heat,spring
567,32.5476,23.9,16.0,113.67,0.6299,0.57967,33.4353,0.8877,316.59,heat,spring
568,33.4353,22.8,17.0,113.71,0.46524,0.7193,32.3135,-1.1218,405.9,heat,spring
569,32.3135,21.7,18.0,113.75,0.30687,0.6689,30.7415,-1.572,352.75,heat,spring
570,30.7415,20.4,19.0,113.79,0.91986,0.91384,33.5798,2.8383,151.63,heat,spring
571,33.5798,19.1,20.0,113.83,0.45486,0.70498,30.9268,-2.6529,195.65,heat,spring
572,30.9268,17.8,21.0,113.88,0.43382,0.72476,30.5529,-0.374,169.31,heat,spring
573,30.5529,16.5,22.0,113.92,0.39084,0.72784,30.0858,-0.4671,153.73,heat,spring
574,30.0858,15.2,23.0,113.96,0.70932,0.9751,31.5586,1.4728,166.66,heat,spring
575,31.5586,13.9,0.0,114.0,0.44214,0.81664,29.9731,-1.5855,129.68,heat,spring
576,29.9731,13.9,1.0,114.04,0.50329,0.92593,30.15,0.1769,154.52,heat,spring
577,30.15,13.9,2.0,114.08,0.31971,0.55546,29.0192,-1.1308,81.4,heat,spring
578,29.0192,13.9,3.0,114.12,0.69835,0.74385,30.857,1.8378,114.71,heat,spring
579,30.857,13.0,4.0,114.17,0.34547,0.99184,28.8695,-1.9876,170.93,heat,spring
580,28.8695,12.0,5.0,114.21,0.3979,0.74844,28.9206,0.0512,115.62,heat,spring
581,28.9206,11.1,6.0,114.25,0.58413,0.5775,30.0288,1.1082,84.91,heat,spring
582,30.0288,13.7,7.0,114.29,0.41304,0.98962,29.4904,-0.5383,170.36,heat,spring
583,29.4904,16.3,8.0,114.33,0.66968,0.97884,32.0203,2.5298,167.61,heat,spring
584,32.0203,18.9,9.0,114.38,0.89246,0.56952,33.7859,1.7656,83.63,heat,spring
585,33.7859,20.4,10.0,114.42,0.63234,0.94912,32.8296,-0.9563,332.65,heat,spring
586,32.8296,21.8,11.0,114.46,0.65415,0.71827,33.5528,0.7232,347.4,heat,spring
587,33.5528,23.3,12.0,114.5,0.50466,0.84082,33.0753,-0.4775,524.87,heat,spring
588,33.0753,24.1,13.0,114.54,0.39648,0.79535,32.793,-0.2823,611.51,heat,spring
589,32.793,24.8,14.0,114.58,0.58964,0.79959,33.7797,0.9867,504.28,heat,spring
590,33.7797,25.6,15.0,114.62,0.5985,0.95309,33.5532,-0.2265,517.05,heat,spring
591,33.5532,24.1,16.0,114.67,0.72443,0.5958,34.1322,0.5791,306.09,heat,spring
592,34.1322,22.6,17.0,114.71,0.91899,0.91055,34.7987,0.6664,237.23,heat,spring
593,34.7987,21.1,18.0,114.75,0.93677,0.65551,34.1683,-0.6304,98.14,heat,spring
594,34.1683,20.9,19.0,114.79,0.75135,0.77513,33.0248,-1.1435,143.74,heat,spring
595,33.0248,20.8,20.0,114.83,0.47399,0.79648,31.4354,-1.5894,276.31,heat,spring
596,31.4354,20.6,21.0,114.88,0.33123,0.5116,30.6081,-0.8274,255.77,heat,spring
597,30.6081,19.5,22.0,114.92,0.95223,0.84005,33.5349,2.9268,134.76,heat,spring
598,33.5349,18.3,23.0,114.96,0.4849,0.83435,30.8663,-2.6685,175.12,heat,spring
599,30.8663,17.2,0.0,115.0,0.47734,0.57124,30.59,-0.2764,88.66,heat,spring
600,30.59,15.4,1.0,115.04,0.85718,0.60856,32.2856,1.6957,90.03,heat,spring
601,32.2856,13.5,2.0,115.08,0.38182,0.56413,29.6359,-2.6497,82.77,heat,spring
602,29.6359,11.7,3.0,115.12,0.5244,0.77689,30.1542,0.5183,121.35,heat,spring
603,30.1542,11.5,4.0,115.17,0.84603,0.95977,31.8751,1.7209,162.81,heat,spring
604,31.8751,11.3,5.0,115.21,0.32183,0.85437,28.8943,-2.9808,137.93,heat,spring
605,28.8943,11.1,6.0,115.25,0.35505,0.58621,29.0982,0.2039,86.33,heat,spring
606,29.0982,13.9,7.0,115.29,0.50612,0.93629,30.2388,1.1406,157.03,heat,spring
607,30.2388,16.6,8.0,115.33,0.82925,0.83766,33.1659,2.9271,134.23,heat,spring
608,33.1659,19.4,9.0,115.38,0.3967,0.51112,31.3497,-1.8162,281.61,heat,spring
609,31.3497,20.9,10.0,115.42,0.50247,0.71673,32.3268,0.9772,356.94,heat,spring
610,32.3268,22.4,11.0,115.46,0.30507,0.56168,31.9767,-0.3501,499.54,heat,spring
611,31.9767,23.9,12.0,115.5,0.60736,0.89304,33.5419,1.5652,476.21,heat,spring
612,33.5419,24.5,13.0,115.54,0.71385,0.63763,34.4572,0.9153,381.52,heat,spring
613,34.4572,25.0,14.0,115.58,0.67994,0.92923,34.1593,-0.2979,491.11,heat,spring
614,34.1593,25.6,15.0,115.62,0.32916,0.60667,32.5584,-1.6009,574.72,heat,spring
615,32.5584,25.0,16.0,115.67,0.49572,0.70119,32.9881,0.4297,464.7,heat,spring
616,32.9881,24.5,17.0,115.71,0.82375,0.61136,34.47,1.4819,234.91,heat,spring
617,34.47,23.9,18.0,115.75,0.59618,0.80236,32.4668,-2.0032,276.52,heat,spring
618,32.4668,22.4,19.0,115.79,0.35526,0.52585,31.114,-1.3528,301.73,heat,spring
619,31.114,20.9,20.0,115.83,0.86042,0.77611,33.2607,2.1467,121.19,heat,spring
620,33.2607,19.4,21.0,115.88,0.95629,0.78937,33.5015,0.2408,123.93,heat,spring
621,33.5015,15.9,22.0,115.92,0.79846,0.5199,32.2572,-1.2443,75.95,heat,spring
622,32.2572,12.4,23.0,115.96,0.47714,0.63522,30.3542,-1.903,94.58,heat,spring
623,30.3542,8.9,0.0,116.0,0.43384,0.82933,29.9237,-0.4305,132.42,heat,spring
624,29.9237,10.0,1.0,116.04,0.81283,0.64769,31.642,1.7183,96.76,heat,spring
625,31.642,11.1,2.0,116.08,0.38486,0.8484,29.4323,-2.2096,136.6,heat,spring
626,29.4323,12.2,3.0,116.12,0.93977,0.83146,32.1573,2.725,132.88,heat,spring
627,32.1573,9.6,4.0,116.17,0.9936,0.77579,32.1832,0.026,121.13,heat,spring
628,32.1832,7.0,5.0,116.21,0.667,0.83152,30.2637,-1.9195,132.89,heat,spring
629,30.2637,4.4,6.0,116.25,0.70067,0.78252,30.5792,0.3155,122.51,heat,spring
630,30.5792,7.9,7.0,116.29,0.77352,0.86658,31.4275,0.8483,140.67,heat,spring
631,31.4275,11.5,8.0,116.33,0.43874,0.91829,30.5663,-0.8613,212.52,heat,spring
632,30.5663,15.0,9.0,116.38,0.39412,0.56885,30.9296,0.3633,240.21,heat,spring
633,30.9296,16.5,10.0,116.42,0.95711,0.95482,34.4822,3.5526,161.58,heat,spring
634,34.4822,17.9,11.0,116.46,0.77284,0.89807,33.8667,-0.6155,287.98,heat,spring
635,33.8667,19.4,12.0,116.5,0.79513,0.92119,34.3077,0.441,339.88,heat,spring
636,34.3077,20.3,13.0,116.54,0.39318,0.66843,32.5592,-1.7485,519.94,heat,spring
637,32.5592,21.3,14.0,116.58,0.4972,0.84813,32.9476,0.3884,516.45,heat,spring
638,32.9476,22.2,15.0,116.62,0.60576,0.51563,33.565,0.6175,344.05,heat,spring
639,33.565,22.0,16.0,116.67,0.45172,0.85722,32.3724,-1.1927,487.96,heat,spring
640,32.3724,21.9,17.0,116.71,0.61068,0.94134,32.9469,0.5745,383.95,heat,spring
641,32.9469,21.7,18.0,116.75,0.71783,0.83738,32.7353,-0.2116,156.85,heat,spring
642,32.7353,19.8,19.0,116.79,0.92528,0.73067,33.5454,0.8101,112.13,heat,spring
643,33.5454,18.0,20.0,116.83,0.83413,0.62361,32.7907,-0.7547,92.58,heat,spring
644,32.7907,16.1,21.0,116.88,0.39227,0.51606,30.3653,-2.4254,149.82,heat,spring
645,30.3653,14.3,22.0,116.92,0.41488,0.74901,30.1208,-0.2445,130.96,heat,spring
646,30.1208,12.4,23.0,116.96,0.70167,0.8179,31.31,1.1892,129.95,heat,spring
647,31.31,10.6,0.0,117.0,0.48556,0.57445,29.894,-1.416,84.42,heat,spring
648,29.894,8.9,1.0,117.04,0.34413,0.65294,28.923,-0.971,97.69,heat,spring
649,28.923,7.3,2.0,117.08,0.36411,0.95151,28.7785,-0.1446,160.76,heat,spring
650,28.7785,5.6,3.0,117.12,0.59225,0.98216,29.8251,1.0466,168.45,heat,spring
651,29.8251,5.2,4.0,117.17,0.92818,0.67482,31.2643,1.4393,101.62,heat,spring
652,31.2643,4.8,5.0,117.21,0.58825,0.56536,29.3206,-1.9438,82.97,heat,spring
653,29.3206,4.4,6.0,117.25,0.48107,0.55072,28.8921,-0.4285,80.66,heat,spring
654,28.8921,6.6,7.0,117.29,0.41845,0.88823,28.9648,0.0728,145.62,heat,spring
655,28.9648,8.9,8.0,117.33,0.42052,0.5563,29.8761,0.9113,81.54,heat,spring
656,29.8761,11.1,9.0,117.38,0.36164,0.66219,30.0422,0.1661,171.39,heat,spring
657,30.0422,12.4,10.0,117.42,0.56987,0.5237,31.6617,1.6195,121.37,heat,spring
658,31.6617,13.7,11.0,117.46,0.43126,0.70878,31.3357,-0.326,292.99,heat,spring
659,31.3357,15.0,12.0,117.5,0.7027,0.60712,33.0898,1.7541,181.58,heat,spring
660,33.0898,16.3,13.0,117.54,0.51925,0.5062,32.3487,-0.7411,274.06,heat,spring
661,32.3487,17.6,14.0,117.58,0.49228,0.99742,31.9795,-0.3692,411.92,heat,spring
662,31.9795,18.9,15.0,117.62,0.36488,0.56382,31.3711,-0.6084,339.01,heat,spring
663,31.3711,17.4,16.0,117.67,0.64569,0.85771,32.4154,1.0443,212.16,heat,spring
664,32.4154,15.9,17.0,117.71,0.75799,0.68684,32.8207,0.4053,103.82,heat,spring
665,32.8207,14.4,18.0,117.75,0.57363,0.85249,31.0414,-1.7793,137.51,heat,spring
666,31.0414,13.3,19.0,117.79,0.30426,0.59931,29.4046,-1.6368,135.59,heat,spring
667,29.4046,12.2,20.0,117.83,0.33245,0.87997,29.2557,-0.1489,143.72,heat,spring
668,29.2557,11.1,21.0,117.88,0.48269,0.73142,29.7249,0.4692,112.27,heat,spring
669,29.7249,9.3,22.0,117.92,0.68973,0.82382,30.6123,0.8874,131.22,heat,spring
670,30.6123,7.4,23.0,117.96,0.46425,0.66807,29.0863,-1.526,100.39,heat,spring
671,29.0863,5.6,0.0,118.0,0.45632,0.56684,28.7385,-0.3478,83.2,heat,spring
672,28.7385,4.5,1.0,118.04,0.34434,0.9136,28.1141,-0.6244,151.57,heat,spring
673,28.1141,3.3,2.0,118.08,0.46164,0.92476,28.5861,0.472,154.24,heat,spring
674,28.5861,2.2,3.0,118.12,0.92554,0.94248,31.049,2.4629,158.54,heat,spring
675,31.049,2.8,4.0,118.17,0.30601,0.60253,27.3975,-3.6514,89.02,heat,spring
676,27.3975,3.3,5.0,118.21,0.72334,0.83519,29.6959,2.2984,133.69,heat,spring
677,29.6959,3.9,6.0,118.25,0.67439,0.94335,29.5845,-0.1114,158.75,heat,spring
678,29.5845,4.6,7.0,118.29,0.69447,0.63773,29.522,-0.0625,95.01,heat,spring
679,29.522,5.4,8.0,118.33,0.67838,0.58284,30.2423,0.7203,85.78,heat,spring
680,30.2423,6.1,9.0,118.38,0.90284,0.62173,31.627,1.3847,92.26,heat,spring
681,31.627,6.3,10.0,118.42,0.96309,0.8941,32.3885,0.7615,146.99,heat,spring
682,32.3885,6.5,11.0,118.46,0.5474,0.87704,30.2406,-2.1479,143.05,heat,spring
683,30.2406,6.7,12.0,118.5,0.4262,0.66826,29.4495,-0.7911,100.43,heat,spring
684,29.4495,6.9,13.0,118.54,0.72109,0.69208,31.0271,1.5775,104.79,heat,spring
685,31.0271,7.0,14.0,118.58,0.54731,0.75708,30.0445,-0.9826,117.34,heat,spring
686,30.0445,7.2,15.0,118.62,0.64135,0.59259,30.3731,0.3287,87.37,heat,spring
687,30.3731,7.2,16.0,118.67,0.45877,0.98251,29.4526,-0.9206,168.54,heat,spring
688,29.4526,7.2,17.0,118.71,0.66261,0.86651,30.4368,0.9842,140.66,heat,spring
689,30.4368,7.2,18.0,118.75,0.63645,0.64918,29.4078,-1.029,97.02,heat,spring
690,29.4078,6.7,19.0,118.79,0.72434,0.94233,29.9843,0.5764,158.5,heat,spring
691,29.9843,6.1,20.0,118.83,0.79436,0.90504,30.2161,0.2318,149.55,heat,spring
692,30.2161,5.6,21.0,118.88,0.50243,0.53084,28.2245,-1.9916,77.6,heat,spring
693,28.2245,5.6,22.0,118.92,0.30079,0.74904,27.2234,-1.001,115.73,heat,spring
694,27.2234,5.6,23.0,118.96,0.84127,0.51541,29.6054,2.382,75.28,heat,spring
695,29.6054,5.6,0.0,119.0,0.5103,0.7599,28.1708,-1.4346,117.91,heat,spring
696,28.1708,5.0,1.0,119.04,0.60681,0.8442,28.6355,0.4647,135.67,heat,spring
697,28.6355,4.5,2.0,119.08,0.39522,0.52001,27.0755,-1.56,75.96,heat,spring
698,27.0755,3.9,3.0,119.12,0.8344,0.77185,29.4335,2.358,120.32,heat,spring
699,29.4335,3.5,4.0,119.17,0.80567,0.68463,29.1258,-0.3077,103.41,heat,spring
700,29.1258,3.2,5.0,119.21,0.40001,0.77985,27.1583,-1.9676,121.96,heat,spring
701,27.1583,2.8,6.0,119.25,0.72031,0.8922,29.1483,1.99,146.54,heat,spring
702,29.1483,5.2,7.0,119.29,0.39638,0.73845,27.7166,-1.4318,113.65,heat,spring
703,27.7166,7.6,8.0,119.33,0.60704,0.65428,29.8577,2.1411,97.92,heat,spring
704,29.8577,10.0,9.0,119.38,0.54353,0.76478,30.1637,0.306,118.89,heat,spring
705,30.1637,11.7,10.0,119.42,0.50704,0.6099,30.4936,0.3299,90.25,heat,spring
706,30.4936,13.3,11.0,119.46,0.4041,0.7991,30.3975,-0.0961,203.03,heat,spring
707,30.3975,15.0,12.0,119.5,0.51726,0.96038,31.3253,0.9278,240.75,heat,spring
708,31.3253,15.7,13.0,119.54,0.99969,0.70138,34.156,2.8307,106.53,heat,spring
709,34.156,16.5,14.0,119.58,0.90808,0.74546,33.7624,-0.3935,115.03,heat,spring
710,33.7624,17.2,15.0,119.62,0.43259,0.5146,31.2193,-2.5431,221.3,heat,spring
711,31.2193,17.2,16.0,119.67,0.50757,0.52915,31.3819,0.1626,157.67,heat,spring
712,31.3819,17.2,17.0,119.71,0.32091,0.52757,30.2988,-1.0831,228.54,heat,spring
713,30.2988,17.2,18.0,119.75,0.83049,0.50188,32.143,1.8441,73.28,heat,spring
714,32.143,18.7,19.0,119.79,0.97284,0.55347,32.569,0.426,81.09,heat,spring
715,32.569,14.8,20.0,119.83,0.50818,0.76546,29.9654,-2.6036,119.03,heat,spring
716,29.9654,11.3,21.0,119.88,0.31944,0.82039,28.6586,-1.3068,130.48,heat,spring
717,28.6586,8.4,22.0,119.92,0.64449,0.97442,30.1617,1.5031,166.49,heat,spring
718,30.1617,6.1,23.0,119.96,0.7419,0.8264,30.3542,0.1926,131.78,heat,spring
719,30.3542,4.2,0.0,120.0,0.75179,0.54998,29.9172,-0.437,80.55,heat,spring
720,29.9172,2.9,1.0,120.04,0.82092,0.73371,30.2852,0.3679,112.72,heat,spring
721,30.2852,2.1,2.0,120.08,0.44164,0.50088,27.9342,-2.351,73.13,heat,spring
722,27.9342,1.6,3.0,120.12,0.34869,0.54213,27.2667,-0.6674,79.33,heat,spring
723,27.2667,1.0,4.0,120.17,0.83391,0.67286,29.6782,2.4115,101.26,heat,spring
724,29.6782,0.3,5.0,120.21,0.55238,0.64677,28.1314,-1.5468,96.6,heat,spring
725,28.1314,-0.6,6.0,120.25,0.65205,0.95243,29.1691,1.0377,160.99,heat,spring
726,29.1691,1.5,7.0,120.29,0.74225,0.66186,29.6665,0.4974,99.28,heat,spring
727,29.6665,3.5,8.0,120.33,0.95687,0.99292,32.1652,2.4987,171.21,heat,spring
728,32.1652,5.6,9.0,120.38,0.35277,0.86288,29.277,-2.8882,139.84,heat,spring
729,29.277,7.4,10.0,120.42,0.45202,0.87107,30.3221,1.0451,141.69,heat,spring
730,30.3221,9.3,11.0,120.46,0.424,0.63142,30.665,0.343,178.56,heat,spring
731,30.665,11.1,12.0,120.5,0.98389,0.59132,33.8838,3.2188,87.16,heat,spring
732,33.8838,12.6,13.0,120.54,0.48868,0.69159,31.5939,-2.2899,251.75,heat,spring
733,31.5939,14.1,14.0,120.58,0.48981,0.9714,31.5588,-0.0351,328.95,heat,spring
734,31.5588,15.6,15.0,120.62,0.57857,0.77233,31.9244,0.3656,203.43,heat,spring
735,31.9244,15.4,16.0,120.67,0.97659,0.89802,33.9194,1.995,147.9,heat,spring
736,33.9194,15.2,17.0,120.71,0.98724,0.79233,33.8544,-0.065,124.54,heat,spring
737,33.8544,15.0,18.0,120.75,0.35038,0.93269,29.6068,-4.2476,179.04,heat,spring
738,29.6068,12.6,19.0,120.79,0.49103,0.52037,29.8866,0.2799,76.02,heat,spring
739,29.8866,10.2,20.0,120.83,0.56816,0.98016,30.1158,0.2292,167.95,heat,spring
740,30.1158,7.8,21.0,120.88,0.91965,0.5305,31.342,1.2262,77.55,heat,spring
741,31.342,5.6,22.0,120.92,0.42669,0.58423,28.6596,-2.6824,86.01,heat,spring
742,28.6596,3.3,23.0,120.96,0.67226,0.88144,29.8202,1.1606,144.06,heat,spring
743,29.8202,1.1,0.0,121.0,0.75716,0.98712,30.1895,0.3693,169.72,heat,spring
744,30.1895,0.5,1.0,121.04,0.89976,0.92993,30.7843,0.5948,155.49,heat,spring
745,30.7843,0.0,2.0,121.08,0.58573,0.69936,28.7297,-2.0546,106.15,heat,spring
746,28.7297,-0.6,3.0,121.12,0.95719,0.58473,30.2838,1.5541,86.09,heat,spring
747,30.2838,-0.9,4.0,121.17,0.49908,0.56004,27.8298,-2.454,82.12,heat,spring
748,27.8298,-1.2,5.0,121.21,0.52504,0.98791,28.244,0.4143,169.92,heat,spring
749,28.244,-1.7,6.0,121.25,0.43341,0.88985,27.8566,-0.3874,146.0,heat,spring
750,27.8566,0.9,7.0,121.29,0.5795,0.83408,28.9216,1.0649,133.45,heat,spring
751,28.9216,3.5,8.0,121.33,0.6937,0.94747,30.6859,1.7643,159.76,heat,spring
752,30.6859,6.1,9.0,121.38,0.42045,0.9624,29.6032,-1.0826,163.47,heat,spring
753,29.6032,7.4,10.0,121.42,0.94904,0.82521,32.9333,3.3301,131.52,heat,spring
754,32.9333,8.7,11.0,121.46,0.37829,0.54506,30.3657,-2.5676,172.76,heat,spring
755,30.3657,10.0,12.0,121.5,0.40849,0.90154,30.7786,0.413,290.65,heat,spring
756,30.7786,11.3,13.0,121.54,0.94173,0.64677,33.7929,3.0142,96.6,heat,spring
757,33.7929,12.6,14.0,121.58,0.40594,0.58421,31.2278,-2.565,273.27,heat,spring
758,31.2278,13.9,15.0,121.62,0.40984,0.79399,30.9681,-0.2598,288.32,heat,spring
759,30.9681,14.3,16.0,121.67,0.71628,0.77077,32.4191,1.451,120.1,heat,spring
760,32.4191,14.6,17.0,121.71,0.90347,0.57098,33.2831,0.8641,83.86,heat,spring
761,33.2831,15.0,18.0,121.75,0.52575,0.82758,30.5027,-2.7805,132.04,heat,spring
762,30.5027,13.0,19.0,121.79,0.59952,0.68577,30.5035,0.0008,103.62,heat,spring
763,30.5035,10.9,20.0,121.83,0.86397,0.8706,31.7237,1.2202,141.58,heat,spring
764,31.7237,8.9,21.0,121.88,0.45608,0.83595,29.3384,-2.3853,133.86,heat,spring
